Id_old,Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
12142,11227,81,28.5,17.5,7,13.9,54.3,0.8,2.5,45.6,2.2,2.8,77.3,1.6,4.3,5.6,2.8,0.6,0.3,1.7,1
1558,11228,90,13.4,3.8,1.6,3.1,51.4,-0.4,-1.2,-1.4,0.5,0.9,65.6,0.9,1.9,2.6,0.2,0.2,0.2,0.8,1
13432,11229,52,17.8,7,3.1,6.2,49.4,0.5,1.3,24,0.7,1,76.3,1,2.6,3.8,2.2,0.6,0.4,1.4,1
5863,11230,82,13.2,3.5,1.4,3.2,44.5,-0.4,-0.7,0.5,0.8,1.1,65.4,1.1,1.8,2.9,1.7,0.3,0.2,1.4,1
11499,11231,69,15,5.8,2.5,4.9,49.5,0.1,0.3,27.9,0.7,1,73.8,0.8,1.7,2.6,1.1,0.3,0,1.6,1
9659,11232,73,34,15.6,5.9,15.1,35.8,0.5,1.5,27.6,3.1,4.1,79,0.9,3.4,4.3,4.9,1,0.2,3.4,1
9053,11233,30,4.1,0.9,0.4,0.9,45.6,-0.7,-1.9,-14.9,0.1,0.2,48.1,0.5,0.4,0.7,0,0.1,-0.1,0.2,1
13748,11234,48,15,6.3,2.7,6.1,41.9,0.3,0.9,15.2,0.8,1.3,70.8,0.9,1,1.7,1.4,0.5,0.2,1,1
9084,11235,86,37.8,11.3,4.1,10.2,40.2,0.7,2.1,24,2.7,2.9,87,0.8,2.1,3,6.8,1.4,0.2,2.5,1
12449,11236,98,24.6,10.3,4,8.5,48.6,0.6,1.7,29.7,2,2.2,94.2,0.8,1.5,2.6,2.4,0.8,0.2,1,1
2068,11237,18,7.2,2.4,0.9,2.8,30.5,0.8,2.2,32.5,0.3,0.5,67.3,0.1,0.5,0.6,1.1,0.3,-0.7,0.5,0
5663,11238,92,29.7,6.5,2.3,5.3,41.7,0.5,1.3,19.1,1.2,1.5,78.2,0.7,2,2.6,5.4,1.2,0.2,1.4,1
8081,11239,60,10.7,3.9,1.4,3,47,0.3,1.1,-9.2,0.9,1.4,61.2,1.3,1.8,3.1,0.5,0.3,0.2,0.5,1
13726,11240,51,5.5,1.8,0.6,1.4,46.5,0,-0.2,6,0.7,1.2,60.1,0.7,0.8,1.6,0,0.1,0.3,0.2,1
2464,11241,33,10.1,2.5,0.9,2.2,43.6,0.3,0.8,33.8,0.4,0.6,70.9,0.3,1,1.3,0.9,0.3,0.2,0.4,1
3014,11242,59,11.5,4.4,1.7,4.4,37.1,0.4,1.6,10.1,0.6,0.7,74,0.4,1.1,1.6,0.6,0.5,0.1,0.7,1
4650,11243,75,13.2,6,2.4,4.7,51.5,-0.2,-0.1,17.8,1.4,1.8,75.2,0.8,0.9,1.6,1.2,0.5,0.2,1.3,1
12199,11244,39,6.7,2.6,0.8,2.1,35.3,0.9,2.4,47.2,1,1.2,81.4,0.2,0.6,0.8,1.2,0.3,-5.3,0.9,0
9321,11245,69,23.9,12.2,4.6,9.4,50.1,0.4,1.1,12.5,2.7,3.3,77.8,2,2.6,4.5,0.9,0.8,0.3,1.1,1
4967,11246,49,15.5,5.8,2.5,4.7,51.7,-0.1,-0.5,11.3,1.2,2.1,58.7,2,2.1,4.4,0.8,0.3,0.3,1,1
697,11247,70,16.1,13.1,5.3,11.2,47.7,0.2,0.7,16.2,2.4,3.3,76.1,2,1.8,3.6,0.4,0.4,0.4,1.4,1
6557,11248,41,5.4,1.5,0.6,1.6,38.3,0,0.2,1.1,0.5,0.8,56.9,0.3,0.3,0.6,0.8,0.4,-0.1,0.5,0
3954,11249,75,39.6,14.7,5.1,14,32.8,1.1,3.3,46.4,2.5,2.7,91.6,0.5,1.6,2.1,7.7,1.5,0.1,3,1
11896,11250,53,6.7,3.7,1.5,3,46.2,-0.1,0.1,15.3,1.1,1.3,75.2,0.3,0.6,0.9,0.5,0.2,-0.5,0.6,1
12504,11251,59,14.6,3.5,1.4,3.1,45.1,0.2,0.8,18.4,0.5,0.8,64.5,1,1.5,2.3,0.7,0.5,0,0.7,1
10902,11252,87,22.2,8.3,3.5,7.4,47.9,0.4,0.9,4.7,1.1,1.5,68.7,2,4.1,6.1,1.1,0.4,0.5,1.6,1
7092,11253,60,22.7,7.7,2.6,6.3,41.3,0.3,1,4.2,2.7,3.2,80.2,1.4,2.8,4.5,2.1,0.7,0.1,1.3,1
12183,11254,37,9.9,3.1,1.2,3,41.3,-0.1,-0.1,-8.5,0.9,1.2,66.7,0.3,1.1,1.4,1.8,0.3,0,1.1,1
5150,11255,23,7.4,2.5,0.9,3,29.7,0.4,1.4,62.6,0.3,0.4,83.3,0,0.4,0.4,1.2,0.1,-0.7,0.5,1
7746,11256,110,17.3,4.1,1.7,4.2,40.6,0,0.1,8.1,0.7,0.9,80.3,0.7,1.8,2.4,1.3,0.4,0.2,1,1
9378,11257,68,24.7,8.7,3.1,7.5,41.1,0.9,2.6,37.8,1.1,1.7,73.2,0.9,2.2,3.3,1.8,1.3,0.3,1.1,1
1940,11258,31,16,5.4,2.1,4.4,48,0.5,1.1,22.6,0.9,1.1,84.8,0.4,2.7,3,0.7,0.5,0.2,0.7,1
4571,11259,61,17.2,6.1,2.1,5.1,40.8,0.3,0.6,16.9,1.8,2.7,62.2,1.8,3.3,5,1,0.5,0.8,0.9,1
220,11260,52,6.1,3.8,1.3,3.3,40.7,0.5,1.6,-0.7,0.9,1.2,82.9,0.6,0.6,1.2,0.1,0.1,0.1,0.5,1
12174,11261,61,20.5,11,4,8.6,46.9,0.2,0.3,30,2.3,3,76.8,0.6,1.8,2.2,2.6,0.6,0.3,1.5,1
300,11262,62,24.9,10.3,3.6,9.1,39.8,0.4,1.4,22.9,2.9,4.2,73.3,1.5,2.3,3.8,3.3,1.2,0.2,1.8,1
8322,11263,56,20.6,10.2,4,9.1,43.4,0.7,2,42.7,1.2,1.6,75.6,1.4,2.3,4,3,0.7,0.2,1.1,1
8736,11264,45,10.8,3,1.3,3.1,42.5,0.4,1.2,18.7,0.2,0.4,60.9,0.4,1.5,2,0.4,0.6,0.4,0.4,0
10853,11265,48,12.4,3.8,1.2,2.9,39.1,0.6,1.9,36.6,1.3,1.6,73.9,0.2,1.3,1.3,0.8,0.5,0.1,0.7,1
1710,11266,76,40.4,16.5,6.2,12.1,51.2,0.1,0.4,25.9,4.2,6.2,69.7,2.8,6.7,9.5,5,1.4,0.5,3.5,1
5883,11267,89,30,14,5.4,12.1,45,1.2,3.4,48.8,1.8,2.4,84.5,0.8,2.8,3.6,4.8,1,0.1,2.1,1
9011,11268,77,9.8,4.5,1.8,3,51.9,-0.5,-1.8,16.4,1.1,1.7,64.4,1.3,1.7,2.9,0.3,0.2,0.4,1.1,1
3288,11269,57,19.7,6,2.3,5.6,41.6,0.1,0.4,13.4,1.2,1.4,81.3,0.9,2.6,3.2,2.2,0.5,0.4,1.4,1
11189,11270,80,16.4,6,2.5,4.5,54,0.2,0.5,7.2,0.8,1.2,72.7,0.9,1.6,2.3,1.7,0.3,0,1.1,1
242,11271,53,10.7,4.7,1.5,3,47.6,0,-0.1,31.4,1.7,2.3,71.4,0.6,1.8,2.4,0.8,0.2,0.7,0.9,1
9375,11272,66,17.4,7.7,2.8,7.8,31.7,0.8,2.6,41,1.1,1.1,93.1,0.1,0.6,0.7,3.4,0.8,-0.6,1.9,1
9996,11273,49,10.4,2.8,1,2,48.3,-0.5,-1,12.6,1.1,2,59.2,1.1,1.1,2.1,1.1,0.4,0.1,0.9,1
2676,11274,39,4.6,1,0.4,1.1,37.8,0.1,0.2,8.3,0.2,0.4,64,0,0.3,0.4,0.4,0.1,0,0.2,1
6057,11275,65,24,12.4,5.2,10.6,47.6,-0.1,-0.2,-1.1,2.2,2.6,87.3,1,1.5,2.4,2.5,0.6,0.2,2,1
359,11276,26,9.4,3.3,1.1,2.7,42,0.5,1.3,26.4,0.8,1.2,65.2,0.6,1,1.7,0.4,0.3,-0.3,0.6,1
6648,11277,50,5.6,1.3,0.6,1.5,36.3,-0.2,0,7,0.1,0.2,60.9,0.1,0.4,0.5,0.2,0.2,0.1,0.3,1
8001,11278,100,27.3,10.5,4,8.3,48.5,-0.1,0.1,16.4,2.1,3.2,68.6,2.4,5.4,7.3,3.1,1.1,0.5,2.3,1
4176,11279,65,15.4,4.4,1.8,3.7,49.4,-0.2,-0.3,2.2,0.9,1.4,59.4,2.6,3.4,5.8,0.3,0.6,0.4,0.9,1
4911,11280,44,9.3,2.8,1,2.5,40.9,0.3,1.2,15.9,0.6,0.7,78.3,0.2,1.1,1.2,1.1,0.2,-0.1,0.8,1
8236,11281,49,16.8,5.9,2.4,4.3,53,0.1,0.2,25.8,0.9,1.3,72.9,0.7,1.4,2.2,0.6,0.3,-0.8,0.9,1
9047,11282,37,11.6,3.6,1.3,3.2,43.7,0.4,1.2,9,0.7,1.1,67.5,0.3,0.9,1.2,0.5,0.3,0.1,0.7,1
6479,11283,62,17.7,5.3,1.9,4.8,42.2,0,0.5,-1.2,1.8,2.5,72.7,0.9,2.1,3,1.7,0.8,0.3,1.2,1
11120,11284,45,16.8,5.4,2.1,3.7,53.4,0.4,1.1,-1.3,1.1,1.8,61.7,1.2,3.4,4.7,0.6,0.5,1.2,1.2,0
11236,11285,66,19.4,5.9,2.4,5.6,41.7,0,0.3,-7.2,1.2,2,60,0.7,2.6,3.2,4.1,1.1,0.1,2,0
6395,11286,73,9.3,6.1,2.4,4,59.2,0.1,0,24.9,1,1.3,82.1,0.7,1.1,2,0.2,0.2,0.2,0.6,1
6964,11287,66,25.1,10,4,8.4,49,0.8,2.3,28.6,1.1,1.4,71.3,1,3.2,4.3,2.2,0.4,0.1,1.7,1
5368,11288,73,18.5,5.4,2.1,4.7,44.1,0,-0.4,26,0.9,1,88.4,0.9,1.6,2.4,0.4,0.6,0.1,0.7,1
6765,11289,47,11.4,5.3,2,4.6,43.5,0.3,0.9,19.2,0.9,1.1,73,0.9,1.5,2.6,0.1,0.2,0.5,0.5,0
7931,11290,63,22.8,10,4.1,8.2,51.2,-0.1,-0.2,10.4,1.8,3.1,56.7,2.7,5,8,0.6,1,0.6,1.3,1
13794,11291,49,15.4,4.7,2,4.7,42.1,0,0.2,9.3,0.8,1.5,54,0.9,1.9,3,0.9,0.4,0.3,1.2,1
8887,11292,61,22.9,10.2,4,8.8,45.4,0.4,1,25.6,1.9,2.9,69.5,1.7,2.6,4.4,1.7,0.5,0.3,1.4,1
10691,11293,51,14.4,3.9,1.7,3.5,49.1,0.6,1.9,33.2,0.4,0.6,67.3,0.3,1.2,1.6,1.9,0.3,0.1,0.7,1
366,11294,58,17.1,5.3,2.1,3.9,52.8,0.3,0.4,24.3,0.8,1.5,61.6,1.6,4.7,6.2,0.1,0.5,1.1,0.6,1
10590,11295,62,12,3.1,1.1,3,36.6,0.3,1.3,8.9,0.8,1.1,67.3,0.6,1.8,2.5,0.9,0.7,0.1,1,0
3432,11296,66,23.1,9.5,3.5,7.8,44.3,0.3,0.8,43.9,1.4,2,71.8,1.3,3.4,4.6,1.3,0.9,0.8,1.3,1
5421,11297,60,22.1,7.9,3.1,9.4,29.4,0.6,1.9,42.9,1,1.3,75.3,0.5,1.5,2.1,2.6,1,-0.1,1.8,1
8648,11298,66,13.6,4.8,1.8,3.7,48.8,-0.1,-0.5,8.3,1.1,1.2,84.6,0.9,1.3,2.1,0.2,0.2,0.3,0.7,1
5802,11299,61,21.3,6.7,2.9,5.7,49.9,0.6,1.3,22.5,0.8,1.3,59.6,0.7,1.5,2.3,2.4,1,0,1,0
11763,11300,78,35.2,12.1,4.6,11.7,38.9,0.8,2.4,20.4,1.6,2.1,75.8,1.7,4.2,5.4,3.7,1.6,0.2,1.8,1
5390,11301,36,16.3,7.1,2.6,5.2,52.1,-0.2,-0.3,42.8,1.7,2.1,77.5,1,2.1,3,1.3,0.4,0.2,1.3,1
7254,11302,96,28.5,13.9,5.8,9.4,61.6,0,-0.1,-7.7,2.9,3.7,80.1,2.4,4.6,7.7,2.4,0.8,0.4,1.9,1
10405,11303,75,31.6,13.4,4.5,11.6,38,1,2.7,31.5,3.5,3.8,94.5,0.5,1.9,2.1,5.2,1.7,0.2,3.1,1
10184,11304,86,21,10.6,3.8,8.4,46.2,0,0.3,40.4,2.4,3.1,80.1,0.6,2.4,2.7,2.3,0.9,0.3,2.3,1
6114,11305,49,14,4.1,1.6,3.7,42.8,0.7,1.8,40,0.5,0.6,77.6,0.3,0.9,1.4,1.3,0.6,0,0.6,1
3004,11306,81,17.6,6,2.4,4.7,50.9,-0.1,-0.3,10.5,1,1.5,67.3,2,2,3.9,0.9,0.5,0.3,0.6,1
11185,11307,81,27.5,12.2,4.3,11.3,35.5,0.8,2.4,48.3,2.7,3.8,70,0.4,2,2.3,6.6,1,0.1,2.7,1
2833,11308,72,20.4,7.9,3.1,6.8,44.5,-0.2,-0.3,19.9,1.9,3,57.9,1,2.9,3.9,2.1,1.2,0.6,2.1,1
11067,11309,77,19.3,5.4,2.2,5.8,35.9,0.3,0.7,20.9,0.8,1.2,67.7,0.5,1.4,1.8,2.9,0.6,0.1,1.1,1
6515,11310,52,23.8,11.1,4.6,12.5,36.2,0.9,2.6,62.6,1.3,2,70.9,0.3,1.1,1.4,3.1,0.6,-0.1,2.1,1
8496,11311,60,15,5,1.8,4.3,41.1,0.8,2.2,34.1,0.8,1.1,72.8,0.5,1.5,2.1,0.9,0.5,-0.1,0.8,1
1477,11312,84,17.1,8.3,3,5.8,50.9,-0.6,-1.2,6.4,3,4.8,64.5,3,3.4,6.3,0.9,0.7,0.9,1.7,1
11728,11313,87,29,16.6,6.3,11.9,54.8,0.3,0.8,44,3.9,5,82.4,2,2.5,4.5,2.6,0.8,0.1,2.1,1
2601,11314,58,14.1,4.5,1.5,3.6,42.8,0,0.5,33.1,1,1.1,94.5,0.3,1.2,1.4,1.2,0.5,0.6,0.8,1
12056,11315,61,12.6,4.5,1.4,2.8,50.8,-0.2,-0.2,7.3,2.1,3,70.8,1.8,2.4,4.2,0.2,0.2,0.6,0.7,1
8162,11316,64,15.8,5,2,4.1,46.8,0.7,1.6,29.3,0.7,1.1,64.3,0.6,1,1.6,1.2,0.5,0.3,0.6,1
442,11317,70,14,6.9,2.4,5.1,47.6,0,-0.2,-8.4,2,3,73.3,1.4,2.3,3.7,0.7,0.3,0.2,1.5,0
8123,11318,49,15.1,3.6,1.2,3.4,37.1,0,0.3,11.7,1.2,1.6,68.8,0.3,0.9,1.2,1.3,0.5,0.1,1,1
11288,11319,57,15.7,5.6,2,4.8,43.1,1.1,3.1,38.7,0.8,0.7,93.6,0.1,1,1.1,1.9,0.3,-0.1,0.8,0
13486,11320,51,14.2,3,1.1,2.6,42.8,0,0.1,27.2,0.6,0.9,66.4,0.8,1.8,2.6,0.3,0.2,0.4,0.2,1
8000,11321,45,16.1,4.5,1.6,3.6,43.8,0.7,2.1,19.2,1.1,1.8,63.8,0.5,2.1,2.6,1.2,1,0.4,0.6,0
1785,11322,44,13.3,5.7,2.3,5.3,45.2,0.2,1.1,29.6,0.7,0.9,74.4,0.7,1.4,2.1,0.5,0.7,0.1,0.6,1
6243,11323,72,16.2,4.3,1.6,4.9,31.2,0.3,1.3,18.9,1,1.5,62.9,0.2,0.9,1.1,2.6,0.7,-1.2,1.3,0
9415,11324,79,28.6,13.8,5.4,12.4,43.2,0.9,2.6,16.1,2.3,3.2,70,1.1,2.5,3.5,3,1.3,0.6,3.2,1
219,11325,73,16.7,4.8,2,4.3,45.4,0.1,0.3,-7.1,1.1,1.4,75.7,0.9,3.2,4.2,1.6,0.8,0.2,1.1,1
12975,11326,57,16.3,4.9,2.2,5,46.6,0.5,1.3,18.9,0.3,0.6,55.4,0.7,2,2.6,1.3,0.9,0.6,0.9,1
728,11327,51,16.2,7.7,2.9,6.4,47,0.7,1.9,29,1.2,1.9,63.5,0.8,2,2.8,1.5,0.4,0.2,1.2,1
2832,11328,76,34,14.7,5.6,13.6,39.1,0.9,2.7,43.1,2.7,2.9,103.6,0.9,3,4.1,3.2,0.9,0.4,1.6,1
594,11329,78,24.7,14.5,5.7,10.7,53.7,0.1,0.3,9.3,2.6,3.5,80.9,1.3,3.1,4.7,3.5,0.7,0.5,1.6,1
11246,11330,50,16.3,4.2,1.7,3.8,44.8,0.2,0.6,-10.6,0.8,1.5,43.2,1.7,4.1,5.9,0.3,0.4,0.6,0.6,1
12541,11331,51,17,3.9,1.5,3.4,45.9,0.4,1.3,22.2,0.7,1.2,55,1.2,2.4,3.5,1,0.5,0.2,0.6,1
435,11332,65,20.9,7.8,3.1,5.9,49.6,-0.3,-0.5,13.1,2.4,3.2,78.6,1.2,3.8,5,1.7,0.6,0,2,1
12609,11333,55,12.2,7.2,3,5.6,54.3,-0.4,-0.9,-20.7,2,2.9,63.4,1.9,2.8,4.9,0.1,0.1,0.7,1.3,1
10861,11334,78,29.9,13.3,5.8,12.8,46.7,0.5,1.8,22.4,1.6,2.7,57.5,1.9,4.5,6.6,1.3,0.8,0.3,1.1,1
10407,11335,78,47.7,22.6,9.4,20.1,50.2,0.5,1.5,20.4,3.1,4.4,72,2.7,7,10.1,1.2,1.1,3.8,2.2,1
3995,11336,69,19.1,6.6,2.3,5.5,39.8,-0.1,-0.1,11.1,2.3,2.8,81.5,0.6,1.9,2.6,2.4,0.7,0.1,1.4,1
3626,11337,66,13.3,5.3,2.1,4.4,44.9,0.3,0.6,46.9,0.8,0.9,84.1,1,1.1,2.1,1.3,0.5,0.2,0.7,1
4955,11338,53,12.7,4.7,1.7,3.8,44.7,0.1,0.4,10.8,1.3,1.7,78,1.2,2.7,4.1,0.6,1.1,0,0.7,1
11861,11339,77,36.8,13.1,5.4,11.7,46,0.2,0.4,24.8,2.4,3.9,62,1.5,3.8,5.2,3,0.9,0.5,2.6,1
5688,11340,75,27.8,8.8,3.3,8.2,37.8,1.4,4.1,65.3,1.1,1.5,72.5,0.2,1,1.1,4.9,1.1,-0.5,1.3,1
7286,11341,70,29.6,19.1,7.9,14,61.8,-0.7,-1.8,0.1,5.1,6.6,81.4,4.6,4.8,9.1,1,0.7,1.1,2.3,1
13541,11342,101,22.7,4.4,1.9,4.5,43.1,-0.2,-0.5,15.8,0.5,0.9,61.8,0.9,3.3,4.1,6.4,1.2,0.2,2.3,1
11247,11343,44,15.6,4.9,2,5.3,36.6,0.4,1.1,1,0.7,1,71.6,0.3,1.2,1.6,2.3,0.6,0,1.5,1
11934,11344,75,27,7.7,2.6,5.4,49,0.5,1.5,23.5,2.7,3.3,78.2,1.7,3.8,5.6,0.9,1,0.3,1.4,1
13719,11345,59,16,6.6,2.6,6,46,0.6,1.5,28.8,1.1,1.7,66.5,0.6,1.1,1.9,2.7,0.9,0.1,1,1
9450,11346,48,12.2,5.3,2.4,4.3,53.8,0,-0.1,-4.6,0.8,1.3,54.9,1.8,2.5,4.5,0.1,0.2,0.7,0.6,1
5597,11347,70,22.3,7,2.9,6,49.4,0.3,0.9,23.7,0.9,1.4,67.2,0.8,2.2,3.2,1.4,0.8,0.3,1.4,1
9751,11348,65,14.2,6.3,2.2,5,44.5,0.6,1.6,29.2,1.4,1.7,84.1,0.5,1.4,1.9,1.6,0.5,-0.1,1.8,1
6620,11349,54,10.3,3.7,1.4,3.4,41.4,0.1,0.3,7.4,0.7,1.3,55.3,0.7,1.6,2.1,1.7,0.5,0.2,1.4,1
11704,11350,48,13,3.3,1.2,3.2,37.6,0.4,1.2,15.2,0.8,1.2,73.4,0.4,1.1,1.5,1,0.6,0.2,1.1,0
7212,11351,58,16.1,5.7,2.7,5.8,44.9,0.3,0.4,0.6,0.6,0.8,68.8,0.9,1.3,2.3,2,0.4,0.3,1.1,1
9073,11352,58,28.9,8.8,3.2,7.5,41.9,0.5,1.5,1.3,2,2.2,93.1,1.3,3.1,4.5,2.1,0.5,0.6,1.3,1
8984,11353,65,12,4.1,1.5,3.5,43.9,0.1,0.4,15.3,0.9,1.2,77.1,0.5,1.2,1.8,2.6,0.8,-0.3,1.3,1
10782,11354,89,40.5,17.7,7,11.6,64.7,0.1,0.2,11.4,4.6,7.7,60.8,4.2,7.5,12.1,2.2,1.4,0.5,2.7,1
1257,11355,80,25.2,8.6,3.7,7.4,49.5,0,0.1,-1.1,1.4,1.9,78.5,1.9,3.8,5.7,1.4,1.3,0.4,1.1,1
9673,11356,105,27.4,10.8,3.9,7.8,51.7,0.2,0.3,12.9,2.9,3.9,77.3,1.9,2.3,3.9,1.9,1.2,0.2,2,1
5190,11357,45,8.7,2.9,1,2.7,37.8,0.3,0.9,15.4,0.7,0.8,77.5,0.7,1.2,2,0.3,0.1,0.2,0.5,0
1933,11358,75,37.5,19.3,7.4,12.6,60,-0.3,-0.6,-10.7,5,7.7,67.9,4.2,7.8,12.4,2.5,1.3,1.6,3.6,1
4295,11359,81,21,5.8,2.1,4.4,48.6,-0.5,-1.1,20.1,1.8,2.5,72,1.6,3.2,4.8,0.7,0.7,0.4,1,1
662,11360,63,21.5,12.9,5.2,9.5,56.3,0.4,1.1,32.7,2,2.9,69.1,1.6,2.7,4.4,1.2,0.7,0.2,1.3,1
3603,11361,89,22.4,9.4,3.9,6.3,61.1,0.2,0.1,-2.6,1.8,2.9,61.9,2.3,4.1,6.6,0.9,0.6,1.1,1.3,1
1402,11362,62,32.2,10.2,4.5,10.2,44.7,0.4,0.9,33.2,0.7,1.2,64.4,1.4,5,6.4,1.9,1,0.6,1.2,1
6418,11363,67,18.3,6.3,2.3,4.5,48.8,0.3,1.1,32.9,1.3,2,62,1.6,1.7,3.2,1.6,1,0.2,1,0
6895,11364,43,9.5,2.2,0.8,2,41.3,0.4,1.1,18.9,0.5,0.8,58.7,0.3,0.7,1,1.1,0.2,0,0.7,0
11809,11365,46,19.5,4.4,1.9,4.6,40.1,-0.1,-0.4,11.5,0.5,0.9,60.8,1.6,3,4.6,1.6,0.6,0.4,1.1,1
7614,11366,72,16.8,6.8,2.5,5.1,47.7,-0.2,-0.6,19.4,1.9,2.4,77.1,1.6,2.3,3.7,1,0.5,0.5,1.4,1
10318,11367,78,24.6,8.8,3.3,7.2,46.5,0.4,1.5,21.6,1.7,2.4,70.7,2,3.7,5.7,1.2,0.6,0.2,1.4,1
3838,11368,85,21.1,5.3,2.2,4.3,48.9,-0.2,-0.7,10.4,1.4,2.2,54.2,2.3,3.8,6,1.5,1.2,0.3,1.4,1
97,11369,67,14.7,4.2,1.9,3.9,51.1,0,0.2,16.3,0.4,0.8,56.3,1.1,2.3,3.3,0.6,0.5,0.2,0.5,1
9376,11370,79,15.7,5.2,1.9,4.8,39.3,0.3,1.2,14.1,1,1.4,66.7,0.2,1.3,1.3,3.6,0.7,0.1,1.5,0
9281,11371,67,48.7,22.4,8,20.3,36.9,0.8,2.8,39.6,5.3,6.7,87.5,1.4,2.8,4.5,11.9,2.5,0.4,5.1,1
9486,11372,66,17.7,4.8,1.5,3.7,42.3,1,3,28.8,1,1.4,76.5,0.2,0.7,1,2.9,0.7,-1.1,1.3,1
6898,11373,57,13.2,6,2.9,4.4,61.5,-0.4,-1.3,19,0.8,1.5,53.4,2,3.1,5,0.3,0.3,3.4,1.2,1
8536,11374,92,21.6,6.6,2.3,4.7,48.2,0.1,0.3,14.1,2.1,3.2,70.2,2.2,4.5,6.8,1.6,0.5,0.3,1.7,1
5780,11375,39,7.8,2.9,1,2.5,40.3,0.4,1.3,19.1,0.6,0.8,71.8,0.4,0.5,1,0.6,0.2,0,0.5,1
267,11376,81,23.3,8,2.8,6.2,41.9,0.1,0.4,28.7,2.5,3.6,68,0.7,2,2.9,1.3,0.6,0.2,1.8,1
1908,11377,64,16.8,7.5,2.8,5.4,52.7,0.3,1,11.8,1.8,2,84.7,1.4,2,3.4,1.2,0.7,0.2,1.4,1
13452,11378,65,15.3,5.2,2.3,4.9,45.8,0,0.2,26.7,0.4,0.7,57.3,1.2,1.5,2.5,1.4,0.3,0.2,0.7,1
13329,11379,45,11.6,4.5,1.8,4.2,41.2,0.1,0.4,31,1,1.5,64.7,0.6,1.3,1.9,0.6,0.6,0.3,1.6,0
7765,11380,44,23.5,11.9,4.5,8.7,50.1,0.3,0.8,28,2.5,3.5,76.3,1,1.7,2.7,1.8,0.9,0.2,1.4,1
5876,11381,82,30.7,11.5,4.5,11.7,37.7,0.6,1.9,32.3,1.7,2.8,65.7,1.5,3.3,4.9,4.3,1.6,0.4,1.7,1
8839,11382,58,16.9,6.4,2.3,5.9,41.3,0.3,1.4,2.7,1.5,2.1,73.4,0.6,1.7,2.3,1.4,0.9,-0.2,1.5,1
5154,11383,85,20.4,6.2,2.9,5.9,48.6,-0.3,-0.8,6.4,0.9,1.5,56.3,1.6,2,3.6,0.5,0.7,0.4,1,1
1449,11384,64,12.2,4,1.5,3.3,44.5,-0.1,-0.1,-6,1.2,1.7,65,1.3,1.7,2.9,0.7,0.2,0.3,0.8,1
3295,11385,51,23.7,8.2,3,7.3,41.6,0.9,2.5,20.8,1.4,1.9,74.4,1.1,3.1,4.6,2.3,1.2,0.4,1.9,1
9265,11386,63,17.5,8.3,3.1,7.3,42.3,0.8,2.1,20.3,1.3,1.6,83.3,0.5,1.3,1.7,3.8,0.5,-0.2,1.9,1
8561,11387,72,17.5,6.1,2.1,4.9,44.9,-0.1,-0.1,29.1,1.7,2.3,69.4,0.5,1.1,1.6,2.6,0.9,-0.3,1.2,1
6795,11388,54,12.7,4.8,1.8,4.4,41.1,0.8,2.1,35,0.9,1.2,75.9,0.3,1.4,1.6,2.2,0.4,-0.1,1.1,1
362,11389,49,25.2,10.9,4.2,9.3,45,0.8,2.1,20.7,1.6,2.6,64.7,0.7,2.6,3.2,2.5,0.3,-0.1,1.8,1
11289,11390,66,36.5,25,9.8,21,48.5,1.6,4.6,62.8,3.9,4.7,88.1,2.1,3.7,6,2.2,1,0.4,2.5,0
10081,11391,63,20,10.5,4.1,8.3,47,0.2,0.7,3.2,2.2,2.7,87.7,0.6,1.8,2.5,3,0.3,-0.3,2.2,1
13168,11392,67,33.1,10.3,3.8,7.7,50.9,0,0,7.9,2.3,3.5,74.1,3.2,6,9.7,0.6,0.5,1,1.3,1
7878,11393,26,9.8,4.1,1.6,3.1,46.7,0,0,10.1,0.9,1.5,58,1.2,1.8,3,0.7,0.4,0.4,0.6,1
1344,11394,46,15.4,8.3,3.2,6.1,50.5,0.3,1.1,17.1,1.6,1.9,82.4,0.7,1.5,2,0.6,0.5,0.1,0.8,1
12850,11395,82,32.2,17.7,6.7,12.5,57.9,0,0.5,8.5,4.5,5.4,99.9,1.2,2.8,3.8,3.5,1.4,0.4,2.4,1
4478,11396,48,22.9,10.2,4.2,10.5,39.2,0.4,1.2,22.5,1.5,2.2,67.2,1.2,2.1,3.3,1.4,0.6,0.1,1.8,1
13276,11397,83,24.5,9.2,3.9,10.4,36.3,0.5,1.3,23.9,1.1,1.5,73.9,1,2.6,3.4,1,0.6,0.2,1.6,1
13177,11398,58,11.6,5.4,1.8,3.8,45.6,-0.2,-0.4,19.5,2,2.4,87.4,0.9,1.2,2,1.4,0.7,0,1,1
4572,11399,67,22.8,6,2.4,6,40.7,0.6,1.6,19.3,0.9,0.9,90.2,0.5,2.1,2.8,1.7,0.9,0.3,1.3,1
4621,11400,56,9.9,3.4,1.2,3.3,38.7,0.8,2.2,51.6,0.4,0.5,80.5,0.4,0.6,1,1.1,0.4,0.1,0.8,1
6083,11401,114,31,14.6,4.9,10,51.7,-0.2,-0.4,11.4,4.3,5.6,79.6,3.3,6.8,10.5,2.3,1.2,1.4,3.2,1
4201,11402,69,22,11.2,4.1,8.3,48.3,-0.1,0.1,21.2,3.9,5.7,66.7,2.1,3.6,5.6,0.9,0.4,0.6,1.6,1
